pdb_id,uniprot_id
5l3g,O60341
2ndf,P42568
5csp,P68400
4ztr,O14965
5dkr,P02638
5eyr,P9WMC1
5e80,O43924
5emb,Q8K4V4
4z0e,A0A024UZE1
5g1p,P27708
5fdz,Q92831
4y3j,P11838
5hhx,Q16552
5kh3,Q9UBN7
5svi,Q14149
4z0d,A0A024UZE1
5i80,O60885
5en3,P02766
5ttf,Q96KQ7
5eqq,C1KIK8
5ljj,P33981
2nd0,O60885
5cs6,P68400
5l2t,Q00534
5ha1,P09455
5fox,O74036
5flp,P00918
5ito,P35120
5bw4,C7Q5P8
5fe6,Q92831
5fot,O74036
5f41,Q6YMS4
5l3e,O60341
5k8s,Q7KQK0
5brz,P04439
5kva,C5Z4W3
5csx,P15056
5u4x,Q86X55
5jqb,Q05320
5epp,P55072
5f74,Q9CQV8
5d3p,O60885
5e5g,O53512
5hda,Q15326
5fnf,P07900
5lbq,O60341
4ud7,Q00987
5fpi,P84092
5lom,Q7D447
5hpm,
5flo,P00918
5ehr,Q06124
5lvq,Q92831
5ey4,P11021
5eb2,Q9I4L4
5bs0,P04439
5gid,P13053
5dnu,A0A0M3PN85
5d3h,O60885
5f1x,P11021
5e6o,Q23536
5l9l,A0A109C781
5fnc,P07900
5kat,A0A0H3JRN6
5hv1,A0A0S2YLC8
5hwv,A5W4E3
5eh8,P00918
5j32,P93832
5hkh,P61960
5icy,
5dd0,
5e2v,
5l2s,Q00534
5h9s,P47929
5t3n,Q7KQK0
5kq5,P54645
4z7o,P08514
5luu,O60885
5f25,Q9H8M2
5h5s,P36969
5ehv,P00918
5ff6,
5huy,P52293
5fom,B6AA20
5du6,P9WNP1
4ue1,Q00987
5iok,P35189
4xoe,Q0T8Y8
5i3x,P56817
5d3n,O60885
4yxo,P00918
5itp,P35120
5lli,Q15370
5epr,P55201
5e2l,O53512
5fls,P00918
4zsh,P19793
5fow,O74036
5jan,Q13093
5glu,A0A1L1QJZ7
5e3d,P55201
5ld8,P9WQD9
5i9z,P29317
5l9i,A0A109C781
4zy1,A0A024V0B1
5cxa,P39900
2n9e,Q96RL1
4ydg,P03362
5hz6,P15090
4zy0,A0A024V0B1
4zyq,A0A024V0B1
5hct,P11838
4zw3,O96935
5b25,Q01064
5d48,P15090
5edc,P15090
5diu,Q13451
4zx9,A0A024V0B1
5i3a,B2ZB02
4zx3,O96935
5j7p,P14174
4zx8,A0A024V0B1
4zx4,O96935
4zy2,A0A0L7M119
5l2z,P08709
5d47,P15090
5d45,P15090
5hz9,P05413
5a9u,Q9UM73
5div,Q13451
5k0h,P00742
5ayt,P02766
5l2y,P08709
5edb,P15090
5fho,P19491
5lxb,Q8WSF8
5ew0,Q9RMI1
5l7e,P08235
5kr1,V5YAB1
5sz4,P00918
5dh5,Q9Y233
5sz7,P00918
5iwg,Q92769
4ufd,P00734
5fdr,Q07820
5jfp,P03366
5aaa,Q9UM73
5kqy,C8BD48
5iub,P0ABE7
5ix0,Q92769
5hz8,P15090
5iu4,P0ABE7
5cgv,C3W5S0
5eei,F8W4B7
5dxt,P42336
5kr0,C8BD48
5dhu,Q8Y8D7
4zx5,O96935
5cr7,P49902
4zj8,O43613
5eek,F8W4B7
5l30,P08709
5aab,Q9UM73
5l7f,P39900
5sz0,P00918
5e2s,P00918
5trf,Q00987
5een,F8W4B7
4zjc,O43613
4zw8,O96935
5hj9,Q6TUJ5
5ef8,F8W4B7
5aac,Q9UM73
5iu7,P0ABE7
5fhn,P19491
5sz1,P00918
5d2r,B5ZAD9
5k13,P10276
4uja,P17612
5jg1,P03366
4zw6,O96935
5evb,P52700
4zyu,P22102
5evd,P52700
5iua,P0ABE7
4ujb,P17612
5kby,P27487
5hcy,P00533
4yv8,P43235
5f5b,P09391
4uff,P00734
5j5r,G7CNL4
5kyj,P55055
5jf2,Q8E378
5evk,P52700
5jy3,P55055
5f1v,Q9PPB4
5e28,P00918
5j7w,Q834R3
5hi7,Q9H7B4
5elw,O23346
5ewa,P52699
5k51,Q07010
5hdv,P56817
5dhp,Q8Y8D7
5j9z,P00533
5ayf,Q8WTS6
4ycn,P04191
5kxi,P43681
5iu8,P0ABE7
5j41,P09211
5fdi,P00918
5jf8,Q8E378
4ycm,P04191
4zyt,P22102
4zw7,O96935
5l7g,P08235
5sz2,P00918
5dht,Q8Y8D7
5ef7,F8W4B7
5dxh,P42336
5cj6,P10275
5hu1,P56817
5edu,P0AEX9
5foo,Q99YP9
5hdu,P56817
5sz3,P00918
5htz,P56817
5he4,P56817
5hk2,Q99720
5sz5,P00918
5dfp,Q13153
5dex,P35439
5kz0,Q9UM73
5eg4,P00760
4zyv,P22102
5jsq,Q07010
5el9,O23346
5exn,P03951
5j7q,P14174
5d75,Q00688
5eie,P21836
5sym,O75608
4uj9,P17612
5hcv,P08235
5ij7,G1KPH4
5dhq,Q8Y8D7
5dey,Q13153
5fl1,Q89ZI2
5dhr,Q8Y8D7
5kqx,C8BD48
5hg5,P00533
5efj,F8W4B7
5fl0,Q89ZI2
5exl,P03951
5kr2,V5YAB1
5he5,P56817
5hg9,P00533
4uj1,P17612
5fdc,P00918
5jf3,Q8E378
5fdo,Q07820
5efb,F8W4B7
5cdh,Q9APF7
5hk1,Q99720
5ime,Q13153
4zw5,O96935
5fky,Q89ZI2
5hcx,P00533
5i4v,P55055
5hg8,P00533
5eef,F8W4B7
5dqc,P56817
5dxu,O00329
5hd0,P56817
5hdx,P56817
5j8z,P00918
5hg7,P00533
5eij,P00918
5kzq,Q14416
5hdz,P56817
5l7h,P08235
5j4n,P60061
5g53,P29274
5kap,Q07010
4zx6,O96935
5dh4,Q9Y233
5j9f,P22102
5fto,Q9UM73
5hu0,P56817
5exm,P03951
5khm,O60885
5he7,P56817
5j9y,P00533
5jf6,Q8E378
5kdr,Q2FXM7
5jf5,Q8E378
5fcz,O85361
5f91,P9WN93
5aa9,Q9UM73
5jf1,Q8E378
5jf4,Q8E378
5m1z,B8ZY56
4zyz,P22102
4zyw,P22102
4ydf,Q82134
5dhs,Q8Y8D7
5jxq,P28720
5kam,Q07010
4ufg,P00734
4ufe,P00734
5jfu,P03366
4zyx,P22102
5aa8,Q9UM73
5efh,F8W4B7
5kya,P55055
5ev8,P52699
5jf7,Q8E378
4zz0,P22102
5fhm,P19491
4uj2,P17612
5sz6,P00918
6bfa,A0A0F7UUA6
5tza,O00408
4zyy,P22102
5e2k,P00918
5u00,O00408
5nhv,P28482
5nhj,P28482
5vgo,Q06187
6b8u,P15056
5xs2,P49336
5a6h,P00918
6bfd,P56817
5nb7,P00746
5nob,Q9H2K2
5q0m,Q96RI1
5q1c,Q96RI1
6b8j,P49841
6b4w,P33981
5k76,Q9NWZ3
5q0n,Q96RI1
5q1a,Q96RI1
5q15,Q96RI1
5trs,P9WHU1
5o83,O35904
5trg,P9WHU1
5try,P9WHU1
5q16,Q96RI1
5tzc,O00408
5wg3,P25098
5ts0,P9WHU1
5w5o,O43353
5tzz,O00408
5ngb,O35904
5tys,G0X8E8
5tx5,Q13546
5q0v,Q96RI1
5q14,Q96RI1
5tho,A5U4D5
5v88,P00720
5nhp,P28482
5uoy,Q01064
5v1b,Q96KS0
5lgu,O60341
5ngu,P28482
5ox6,Q9GZT9
5q0o,Q96RI1
5lyx,P50579
5q0p,Q96RI1
5ohj,Q07343
5ukm,P21146
5pzn,Q9WMX2
5trr,P9WHU1
5mmp,P0AES7
5lmk,P24941
5nev,P24941
5tzx,O00408
5q1b,Q96RI1
5n4s,Q9K2N0
5q19,Q96RI1
5q0w,Q96RI1
5q0x,Q96RI1
5j7f,Q00987
5nba,P00746
5ggz,P07900
5j7g,Q00987
5q0s,Q96RI1
5naw,P00746
5uwf,Q9Y233
5wg5,P25098
5q18,Q96RI1
5v86,P00720
5y3n,Q12931
5t1u,P56817
5t1w,P56817
5lgs,Q9WVG6
5q1f,Q96RI1
6bfx,P56817
5lgp,Q9WVG6
6b3e,Q9NYV4
5lgq,Q9WVG6
5lgr,Q9WVG6
5q13,Q96RI1
5m5q,Q92905
5wg4,P25098
5gso,E7E815
5l13,P05091
5ofx,Q7N561
5q1e,Q96RI1
5mhq,P24941
5y3o,Q12931
5l2m,P00352
5x9p,P41182
5tz3,O00408
5qc4,P25774
5ngs,P36639
5g0q,C1F2K5
5v3y,I6X8D2
5wo4,P23458
5v84,Q9BXF3
5q0u,Q96RI1
5o11,P11309
5q0j,Q96RI1
5l6h,P22515
5t90,P58154
5v42,I6X8D2
5ugd,P00747
6bfw,P56817
5t37,O14684
5m0s,Q64610
5lqf,P06493
5l15,R4NFR6
5jz9,P9WNH5
5v3x,I6X8D2
5b5p,P45452
5uiu,Q9NWZ3
5yjp,P23946
5tyr,G0X8E8
5kcx,P11309
5uyu,P56817
5lgt,O60341
5wys,P08659
5nsp,Q9H2K2
5l6j,P22515
5vfd,Q8RLA6
5h19,O75530
5mz3,Q16539
6eqs,Q9NXA8
5wre,L7R9I1
5mm9,B5KVR9
5ugg,P00747
5wbz,P50053
5lp1,Q13093
6ax1,Q99685
5uqv,Q93009
5xqx,P49336
5qbv,P25774
5up0,Q01064
6eo0,Q6DHI5
5tuq,P03366
5jzb,P9WNH5
5ncy,O35904
5n3w,P09960
5vqx,P03366
5nar,P00746
5tex,P11309
6ayd,P11309
5vqz,P03366
5vqy,P03366
5jzs,P9WNH5
5tyn,Q25252
5vp1,O00408
5vqv,P03366
5odu,Q7N561
5nb6,P00746
6aud,P48736
5q1i,Q96RI1
5l17,R4NFR6
5uqx,Q93009
5vp0,O00408
5u9d,Q06187
5mat,Q8IXJ6
5gub,D1AWE0
5u7d,O00408
5ukk,P25098
5n1v,P68400
5tzh,O00408
5ntw,P51449
5ukl,P25098
5v41,I6X8D2
5t2m,O35904
5t2d,O35904
5t8e,P10275
5l2o,P00352
5q0q,Q96RI1
5usf,A0A3Q8ID88
5lyw,P50579
5vom,O60885
5nqe,Q460N5
5lub,Q99538
5q1d,Q96RI1
5urk,O75643
5ntp,P51449
5yjk,P49862
5h17,O75530
5m0d,Q64610
5jv1,P14324
6enx,Q6DHI5
5vlp,Q8NBP7
5ncz,O35904
5vfc,P61964
5wuu,O60885
5gmp,P00533
5y1y,O60885
5kgn,G5EFZ1
5vo6,P52333
5tzw,O00408
5ur1,P11362
5tur,P11309
5jv0,P14324
5gsw,E7E815
5n4t,Q9K2N0
5v8v,P00797
5wr7,P04629
5pzm,Q9WMX2
5wfj,P52333
5ngt,P36639
5oxg,Q04771
6bfe,P56817
5vrp,P00797
5ku9,P97287
5q0z,Q96RI1
5u5h,O75530
5wbq,P50053
5vqr,P03366
5j9k,Q5NBT9
5kv9,G8G134
5h15,O75530
5tx3,Q14680
5u3b,P47205
5v40,I6X8D2
5ta6,P53350
5tob,Q14289
5tg1,Q83883
5w5j,O43353
5tbj,Q9WVG6
5u62,O75530
5t23,P48736
5k32,Q08499
5y5n,Q8IXJ6
5ni0,Q9K2N0
5gx6,D1AWE0
5q0y,Q96RI1
5y9l,P49862
5xaf,P81947
5vpm,P00797
5twl,Q14680
5t2p,L7R9I1
5usq,P36897
5vqt,P03366
5le1,Q9K2N0
5ul5,Q28175
5ml5,Q16539
5w85,Q9NWZ3
5h0g,P08631
5h13,O75530
5h0b,P08631
5gn5,D3KVM3
5vgi,O75164
5ti7,O60885
5up3,Q99683
5gn6,D3KVM3
5izc,O76290
5wqa,Q08499
5lzj,P01556
5mli,O60885
5ly2,O75164
5mxv,P9WMC1
5myd,
5tq6,O60674
5kj0,O60885
5h09,P08631
5twz,Q14680
6eks,P0C6E9
5ne3,B2FRP5
5kv8,G8G134
5wej,Q83883
5tyl,Q25252
5tpg,P17752
5x79,P09211
5iaw,Q96RI1
5lcf,Q9K2N0
5uis,Q9NWZ3
5ulg,Q28175
5wbr,P50053
5t92,P03372
5lx6,Q53GL7
5b5o,P45452
5uuu,P25098
5m6h,P98170
5t97,P03372
5gty,P00533
5inh,Q9R1E6
5mwd,P41182
5u2f,O60885
5mw6,P41182
5t8j,P10275
5nu1,P51449
5t2i,O35904
5tl9,O14684
5vqw,P03366
5t2y,Q0P9D1
5vqs,P03366
5td2,Q12866
5nhy,P36639
5tq3,O60674
5toe,P11309
5tw3,P03366
5lhg,O60341
5l2n,P00352
5lch,Q9K2N0
5lgn,O60341
5h6v,H8XX12
5ox5,Q9GZT9
5gx7,D1AWE0
5mkx,Q92831
5mkz,O60885
5ov9,P21836
5ubt,O00329
5xmv,A5K8L9
5op6,Q9NWT6
5h0e,P08631
5u6v,P25440
5ti6,O60885
5tyk,Q25252
5sxk,P42336
5myr,P9WMC1
5lhu,P9WMN1
5n9t,Q93009
5mja,P54762
5m6f,P98170
5tq8,O60674
5xmr,A5K8L9
5mw3,Q8TEK3
5u2c,O60885
5vex,P00720
5k5c,A0A117IMA6
5xkm,O00408
5tq7,O60674
5m39,O60885
5ngr,P36639
5xmt,A5K8L9
5tc0,Q12866
5typ,Q25252
5ti2,O60885
5ti4,O60885
5wpb,Q9UBN7
5swh,P00523
5ual,P0A7Z4
5q0r,Q96RI1
5q1g,Q96RI1
5u2e,O60885
5q0t,Q96RI1
5w86,P52333
5m3a,O60885
5k1v,Q6P179
5opc,Q9NWT6
5teh,P00523
5mky,Q9H8M2
5mjb,P54762
6b1o,P27487
5t28,O35904
5x8i,P49759
5jh6,O43318
5xzr,Q06124
5ttv,P52333
5t66,G3G192
5mym,P9WMC1
5tg2,Q83883
5ksx,P14324
5xmu,A5K8L9
5v8q,P10275
5myn,P9WMC1
5twx,Q9H8M2
5orx,O14965
5u5t,O75530
5k6a,O76290
5myv,P78362
5ntq,P51449
5vnd,P11362
5mxx,Q96SB4
5swg,P42336
5lca,Q9K2N0
5j9l,O43318
5l01,P17752
5tyj,Q25252
5uwm,P45452
6b1e,P27487
5w84,Q9NWZ3
5m7m,Q13822
5h22,P07901
5mrd,O15530
6ez6,O35904
5u7j,O00408
5npd,B3PEE6
5v5e,O40922
5uah,P0A7Z4
5q0l,Q96RI1
5juz,P14324
5k0x,Q12866
5m6u,O00329
5tq4,O60674
5vlr,O00329
5nhz,Q9K2N0
5llm,P43003
5q12,Q96RI1
5qby,P25774
5mxk,P9WMC1
5dyw,P06276
5v24,Q99683
5uit,Q9NWZ3
5tnt,P00740
5u7l,O00408
5mri,Q99523
5xmp,A5K8L9
5mar,Q8IXJ6
5gvl,A5K8L9
5ue4,P14780
5ti3,O60885
5v9t,P29375
5ti5,O60885
5l6i,P22515
5t36,O14684
5ttu,P52333
5mkj,P19793
5t4u,P55201
5uox,Q99683
5m6m,P98170
5sys,P00523
5j8i,O43318
5ne1,Q9RBQ1
5t2b,O35904
5gnk,P00533
5n49,O95696
5urm,O75643
5urj,O75643
5v5d,O40922
5ml0,Q9JHD1
5vlk,Q8NBP7
5v19,Q99683
5mys,P9WMC1
5j7s,O43318
5vqq,P03366
6eku,P0C6E9
5q0i,Q96RI1
5one,O14965
5q17,Q96RI1
5tq5,O60674
5t1t,Q9NWZ3
5uiq,Q9NWZ3
5o0s,F6BL85
5tts,P52333
5npf,F6BL85
5lvx,P04062
5dyy,P06276
5x5o,Q9NYL2
5tiu,P43405
5q10,Q96RI1
5tyo,Q25252
5uor,Q99683
5t2l,O35904
5lhh,O60341
5h21,O60885
5v83,P00720
5ubg,Q5HSJ4
5t4v,P55201
5mwo,P9WMC1
5v7t,Q460N5
5uvc,P25098
5n20,P41182
5v3o,Q16531
5op8,Q9NWT6
5h3q,P04629
5v7i,P34897
5mih,Q05097
5h0h,P08631
5hcl,O60885
5u7i,O00408
5ksv,P01909
5q11,Q96RI1
5u7k,O00408
5vew,P00720
5xms,A5K8L9
5lm6,Q9K2N0
5ogk,P40107
5mrh,Q99523
5jk3,O43318
5lhi,O60341
5q1h,Q96RI1
5t2g,O35904
5mts,P08191
5vqu,P03366
6eyz,O35904
5v9p,P29375
5oy3,O15054
5k00,Q14680
5h2u,Q13882
5ur5,O49686
5t27,O35904
5vee,O96013
5uir,Q9NWZ3
5xg4,P00749
5tyh,Q0P9D1
5h14,O75530
5o4y,Q9NZQ7
5n2f,Q9NZQ7
5jmx,P04190
5npb,B3PEE6
5ur6,O49686
5ksu,P01909
5t1s,Q9NWZ3
6bfn,P51617
5w4w,P48730
5uwl,P45452
5or9,Q9UIF8
5v5n,O43318
5v7w,Q460N5
5ntk,P51449
5ick,Q96RI1
5myl,P9WMC1
5gn7,Q26710
5xvk,O55239
5u5k,O75530
5o45,Q9NZQ7
5gn9,Q26710
5mqv,P48730
5xvq,F7ERX8
5gvk,A5K8L9
5org,P0A4F8
5n1z,P41182
5ul6,P46108
5llg,P00918
5jur,Q30NP1
5ufr,P51449
6euw,Q2LG68
5h1e,P13053
5nmf,P04439
5lyr,D6D1V7
5uhi,P51449
5n8b,P22629
5kly,P49773
5ufo,P51449
5lle,P00918
5ukj,P42336
5llh,P00918
5km5,Q9BX68
5x4q,P41182
5m63,
5tyi,Q14451
5nme,P04439
5m34,P37028
5h1t,O15164
6axl,
5m3b,P37028
5wa9,P49773
5h1v,O15164
5vr8,O60701
6ayi,P0ACT6
5yu9,P00533
5u06,Q14451
5vlh,Q8NBP7
5mev,P97287
5iz6,P25054
5wyx,Q9NR97
5k48,Q9K2N0
5w10,Q72MQ6
5unj,O00482
5nu3,Q92793
5na0,P33981
5ul1,P42336
5nwk,P93343
5mb1,A0A0H2ZE85
5u98,P01889
6axk,
5wtt,
5g1a,Q70I53
5n69,Q9BE39
5mxf,C7BLE4
5may,A0A0H2ZE85
5mes,P97287
5h1u,O15164
5g17,Q70I53
5xg5,
5nxq,Q01454
5vb5,P51449
5g60,A0A0H2URD6
5lsh,P61626
5jop,
5v79,P0AC13
5klz,P49773
5wbl,Q93YQ1
5v7a,P0AC13
5vll,Q8NBP7
5llc,P00918
5m04,P42641
5u4a,P02766
5vb6,P51449
5n8w,P22629
5u4f,P02766
5u4e,P02766
5llo,O43570
5g61,A0A0H2URD6
5u48,P02766
5gut,P13864
5uk8,P42336
5oku,Q6N193
6aol,P41148
5u4d,P02766
5n87,P33981
5t2t,P14240
5vqi,Q9C2K9
5wa8,P49773
5nu5,Q09472
5gmv,Q9GZQ8
5ybe,Q6AXG6
6aom,P41148
5llp,O43570
5wqk,Q99J99
5bjt,P55899
6awn,P31645
5wl0,Q67296
5nwi,P93343
5t18,Q06187
5km1,P49773
5j20,P07900
5o0a,B1MDL6
5vad,P07814
5u4g,P02766
5wxh,Q5VWG9
5u49,P02766
5nfb,P17931
5fso,P36639
5u0y,P0AC13
5n2x,P00800
5n58,Q8GKX2
5w7j,Q8IUH5
5n0f,Q9Z4P9
5nkb,P29317
5nai,Q8GKX2
5y5w,Q9Y657
5tvn,P0ABE7
5u0z,P0AC13
5u4c,P02766
5n55,Q8GKX2
5wbk,Q93YQ1
5mmg,Q92793
5tbe,Q16539
5h08,P23471
5v4b,P63208
5n21,P41182
5nad,P33981
5u1q,Q14451
5xyf,Q9BSI4
5tpc,P0DPI1
5hlm,P02701
6eqp,P06276
5u2j,P68431
5h63,Q8ZNP4
5lto,Q9HW91
5tqs,P08487
5ttw,O75530
5lo5,P07900
5wa4,D6Y504
5kk8,A0A3Q0KJ78
5ngz,Q9NPD8
6eux,Q5V8X3
5mty,Q16539
5gg4,Q93009
5k0m,O75530
5y48,D9J2T9
5mme,Q92793
5n31,P00800
5tdb,Q8IWV8
5oei,Q6N193
5mql,P27707
5mo8,P68400
5m9d,Q05543
5ofw,O43175
5vsk,Q93009
5hki,P9WHK9
5lrq,O60885
5ota,P35120
5n8t,P22629
5n7v,P33981
5lpj,Q92793
5wle,Q9VG78
5gj9,Q41931
5u4b,P02766
5mgk,Q9UIF9
5vdw,Q8N884
5vdu,Q8N884
5vdv,Q8N884
5t70,P01889
5vse,Q96KQ7
5nmg,P04439
5j82,P07900
5nkk,O62301
5vs6,Q93009
5x54,Q14145
5mra,P30626
5vc5,P30291
6azl,P01834
5usz,O60674
5m5d,D6D1V7
5v35,Q9NZN9
5j71,Q15119
5nn4,P10253
5w7i,Q8IUH5
5vcw,Q99640
5ta2,P62937
5xw6,E1C6P3
5w6i,P03452
5lws,P11838
5n84,P33981
5x4m,P41182
5orv,O14965
6b7b,P0A6I6
5f63,O60885
5lpl,Q92793
5ut0,O60674
5mk1,Q9H3S7
5v5y,P30291
5tci,P9WFY1
5ioz,A5U9I4
6b7f,P0A6I6
5vc6,P30291
5jsg,Q9Y657
5ml2,O43924
5ldm,A0A140NFI1
5wxg,Q5VWG9
5wkf,P04439
5ipc,P49773
5j6l,P07900
5wyq,Q02RL6
5vwi,Q14160
5mi3,P0CE47
5j64,P07900
5wuk,O75530
5wkh,P04439
5ku6,P22748
5vfm,Q9IAT9
5uc1,G5AQS2
5nk6,P29317
5u5l,P37231
6bnh,O60885
5vcv,Q99640
5kj2,Q09472
5lvf,Q05543
5uwi,P62826
5orl,O14965
5jn9,P22748
5gvp,A5K8L9
5wbf,O24911
5j8m,P07900
5uwp,P62826
5os4,O14965
5mi5,Q89ZI2
5jzi,P04439
5nvw,Q15370
5ugh,P31153
5oug,
5njz,P29317
5v8o,Q8N884
5orr,O14965
5nvz,Q15370
6bhh,Q15047
5j3l,P9WMC1
5ntt,P33981
5x9h,Q5SMG8
5mtx,Q16539
5ldo,A0A140NFI1
5w5s,P03452
5j6a,Q15119
5mg2,P21675
5iyy,O14786
5j6n,P07900
5lla,Q8N1Q1
5gmn,P00918
5j27,P07900
5wqd,Q15554
5u7m,Q2N0S5
5y62,Q9I4L4
5gvm,A5K8L9
5nk2,P29317
5os2,O14965
5j9x,P07900
5otc,P35120
5x73,O43924
5y61,Q9I4L4
5o58,Q9X1T1
5wip,Q17U16
5j2x,P07900
5wlg,P01899
5kma,P49773
5u66,
5nkc,P29317
5nk4,P29317
5nki,P29317
5mro,P69834
5o2d,Q460N5
5n18,Q5A4W8
6asz,P05205
6esj,P06276
5ouh,
5gv2,Q8WTX7
5lvd,P00800
5n93,P33981
5n9s,P33981
5g5z,A0A0H2URD6
6euv,P31345
6azk,P01834
5tpb,P0DPI1
5nbw,
6ayh,A0A1S0ZXA5
5j6m,P07900
5x74,O43924
5n8j,P22629
5n9r,Q93009
5mgx,P02829
5lpm,Q09472
5gja,Q41931
6au5,P01834
5n53,O43175
5jy0,F8WQK8
5szc,Q92784
5nvv,Q15370
6bw3,Q09028
5uwj,P62826
5h85,Q92793
5ipa,A5U9I4
5tgc,Q12406
5vdq,Q8N884
5wbm,P50053
5nkg,P29317
5vfj,Q9IAT9
5w99,U5Q3T2
5kab,P18031
5yjm,P23946
5xvu,Q8IIR9
5vdt,Q8N884
5m17,D6D1V7
5wyz,Q9NR97
5w94,P40090
5nk8,P29317
5tcy,Q0P8Q4
5moc,P31947
6bhe,Q15047
5jq5,P24941
5n34,P00800
5wic,Q17U16
5b6c,P55072
5ulp,A0A024B7W1
5jhk,O14786
5j1r,P9WMC1
5m77,Q9Z4P9
5km3,P49773
5ujv,A0A2D1UXN2
5lud,P62937
5mwj,Q04724
5nw1,Q15370
5ta4,P62937
5oq4,P48736
5v13,Q16Y94
5jgq,O14786
5n7g,P07355
5nkh,P29317
5t9w,P62937
5ofv,O43175
5t9u,P62937
5ka3,P18031
5u0g,P00918
5vdk,P0C1S8
5ovr,P54829
5nkd,P29317
5k9w,P18031
5vcy,Q99640
5os0,O14965
5cpr,Q4FZB7
5h5o,B0RM05
6ezq,P02768
5vd3,Q99640
5vcx,Q99640
5ko5,A0A0U3AGT1
5w6t,P03452
5vkm,P20273
5v2l,Q837E0
5u0d,P00918
5w6r,P03452
5hyx,C0LGR3
5gmm,P00915
5tzy,O14842
5mqt,P27707
5mrp,P69834
5lpk,Q09472
6b7e,P0A6I6
5ly1,O75164
5tpx,Q8IB67
5tq1,P08487
6bw4,Q09028
5w1w,P13747
5mn1,P00760
5mnb,P00760
5mnx,P00760
5mon,P00760
5nn6,P10253
5mav,P12004
5jnc,P22748
5vwk,Q14160
5mnr,P00800
5vzy,P0DOX5
5ty8,P00918
5jjm,P10275
5nka,P29317
5u0f,P00918
5txy,P00918
5mod,P68400
5u13,P0AC13
5nw0,Q15370
5jhd,P04439
5vfn,Q9IAT9
5m2q,P0A910
5ovx,P54829
5myg,P55201
5w88,P19429
5nw2,Q15370
5w6u,P03452
5usy,O60674
5tya,P00918
5vd0,Q99640
5ma7,P00800
5wcl,P19429
5isz,P04439
5wii,Q17U16
5w4r,P51449
6b7a,P0A6I6
5ndd,P00720
5ory,O14965
5b6g,P25054
5f61,O60885
5j8u,P07900
5o91,P33981
5h5f,Q12314
5w1v,P13747
5ka1,P18031
5x62,P53934
5os3,O14965
5mk9,B0L7B0
5kad,P18031
5nk3,P29317
5jm4,P63104
5km2,P49773
5tus,P23921
5n70,V5HCK7
5vi6,Q9BY41
5ne5,B0SWV2
5tw5,P11609
5ka9,P18031
5j1x,O14786
5wrs,Q96MK3
5mek,Q9C9C9
5wqj,Q99J99
5u11,P0AC13
5fsc,B0CZL6
5u14,P0AC13
5n8e,P22629
5mz8,A9SS48
5nf9,P17931
5mi9,P0CE47
5mlo,P12004
5n17,Q5A4W8
5km0,P49773
5ufp,Q99814
5tuz,Q9H9B1
5l26,G4CRQ5
5m29,P37028
5tcj,P9WFY1
5wp5,Q944H0
5lny,P07900
5n2z,P00800
5orz,O14965
5f60,O60885
5ut4,O60674
5vcz,Q99640
5t78,
5vc4,P30291
5n3v,P00800
5os5,O14965
5yc1,Q9BUZ4
5tuy,Q96KQ7
5jna,P22748
5tgy,
5wbp,P50053
5w38,P01860
5ka7,P18031
5x72,O43924
5nk7,P29317
5goe,Q8IWA4
5mrb,P33981
5ogl,B9KDD4
5gmu,P39912
5mnc,P00760
5moo,P00760
5ttg,Q9H9B1
5u9i,Q9NZN9
5mka,B0L7B0
5m28,B0L7B0
5ll4,P00918
5os1,O14965
5jsj,Q9Y657
5mqe,Q92793
5y59,Q04437
5v2q,Q8VGC3
5v2p,Q8VGC3
5g5f,A0A1P8NWC2
5tw2,P11609
5ltn,P14240
5mny,P00760
5twj,P0A8I8
5irr,A8IYS5
5mxo,P31947
5j86,P07900
5lsg,P37231
5n7x,P22629
5xup,P54274
5nfa,P17931
5b5g,P22629
5nzo,O43175
5b5f,P22629
5m9w,P00800
5jn8,P22748
5w1e,Q9Z4X2
5tzo,P18429
5jgi,O14786
5vsc,Q96KQ7
5mgj,Q9UIF9
6b7d,P0A6I6
5mgf,Q9UIF8
5moe,P68400
6bhi,Q15047
5km9,Q9BX68
5mi6,Q89ZI2
5t8r,Q9UIF9
5vsd,Q9H9B1
2ndo,P0AEG4
5lo6,P07900
5uff,
6au2,Q15047
5u0w,P0AC13
5ut6,O60674
5n16,Q5A4W8
5fsb,B0CZL6
5x9o,P41182
5tv1,P32120
5xxk,Q00987
5x13,E0TW95
5ty9,P00918
5if6,
5nzp,O43175
5myx,
5lu2,P31947
5ty1,P00918
5go2,P39912
5ufc,
5n99,P22629
5tco,Q16539
5f62,O60885
5tbp,P19793
5ofi,Q7N561
5wbo,P50053
5jcb,Q2XVP4
5osd,O14965
5ot8,P35120
5t6z,P01889
5ijr,O14786
5w5u,P03452
5nge,Q93009
5lt9,Q9HW91
5xn3,Q99619
5u28,O60885
5vgy,P00918
5t35,O60885
5t9z,P62937
5ldp,A0A140NFI1
5gtr,P03372
5fyx,Q9VWX8
5ldk,A0A140NFI1
5o0b,B1MDL6
5x4n,P41182
6b7c,P0A6I6
6awp,P31645
5ja0,P14324
5t8q,Q9WUL6
5ose,O14965
5ioy,A5U9I4
5vsb,Q93009
6f0y,P32447
5u0e,P00918
5n1x,P41182
5gp7,O95271
5kww,M1E1E4
5ngf,Q93009
5w4v,P51449
5szb,Q92784
5aan,Q9VWX8
5kej,A0A1P8NWC2
5njx,Q13451
